,Unnamed: 0,gloss,label,video_id,split,frame_start,frame_end,fps
11337,11337,away,129,4389,train,1,-1,25
11338,11338,away,129,4391,train,1,-1,25
11339,11339,away,129,4393,test,1,-1,25
11340,11340,away,129,4395,train,1,-1,25
11341,11341,beautiful,161,5554,train,1276,1355,25
11342,11342,beautiful,161,5556,train,1,-1,25
11343,11343,beautiful,161,5557,train,1,-1,25
11344,11344,beautiful,161,5558,val,1,-1,25
11345,11345,beautiful,161,5559,train,1,-1,25
11346,11346,beautiful,161,5560,val,1,-1,25
11347,11347,beautiful,161,5561,train,1,-1,25
11348,11348,beautiful,161,5562,train,1,-1,25
11349,11349,beautiful,161,5564,test,1,-1,25
11350,11350,beautiful,161,5565,train,1,-1,25
11351,11351,become,163,5614,train,1406,1455,25
11352,11352,become,163,70148,train,6606,6712,25
11353,11353,become,163,65160,train,1,-1,25
11354,11354,become,163,5616,val,1,-1,25
11355,11355,become,163,5617,train,1,-1,25
11356,11356,become,163,5618,val,1,-1,25
11357,11357,become,163,5619,train,1,-1,25
11358,11358,become,163,5620,train,1,-1,25
11359,11359,become,163,5621,test,1,-1,25
11360,11360,become,163,5622,train,1,-1,25
11361,11361,below,176,5910,train,2060,2136,25
11362,11362,below,176,5919,train,1,-1,25
11363,11363,below,176,5920,train,1,-1,25
11364,11364,below,176,5911,val,1,-1,25
11365,11365,below,176,5912,train,1,-1,25
11366,11366,below,176,5913,val,1,-1,25
11367,11367,below,176,5914,train,1,-1,25
11368,11368,below,176,5915,train,1,-1,25
11369,11369,below,176,5917,test,1,-1,25
11370,11370,below,176,5918,train,1,-1,25
11371,11371,best,181,6014,train,2337,2389,25
11372,11372,best,181,6021,train,1,-1,25
11373,11373,best,181,6022,train,1,-1,25
11374,11374,best,181,6023,val,1,-1,25
11375,11375,best,181,6024,train,1,-1,25
11376,11376,best,181,6025,val,1,-1,25
11377,11377,best,181,6026,train,1,-1,25
11378,11378,best,181,6027,train,1,-1,25
11379,11379,best,181,6028,test,1,-1,25
11380,11380,best,181,6029,train,1,-1,25
11381,11381,bet,182,6039,train,2390,2422,25
11382,11382,bet,182,69230,train,1,-1,25
11383,11383,bet,182,6045,train,1,-1,25
11384,11384,bet,182,6046,val,1,-1,25
11385,11385,bet,182,6047,train,1,-1,25
11386,11386,bet,182,6048,val,1,-1,25
11387,11387,bet,182,6049,train,1,-1,25
11388,11388,bet,182,6050,train,1,-1,25
11389,11389,bet,182,6051,test,1,-1,25
11390,11390,bet,182,6052,train,1,-1,25
11391,11391,bicycle,186,6157,train,2536,2598,25
11392,11392,bicycle,186,65181,train,1,-1,25
11393,11393,bicycle,186,6159,train,1,-1,25
11394,11394,bicycle,186,67408,val,1,-1,25
11395,11395,bicycle,186,6160,train,1,-1,25
11396,11396,bicycle,186,6161,val,1,-1,25
11397,11397,bicycle,186,6162,train,1,-1,25
11398,11398,bicycle,186,6163,train,1,-1,25
11399,11399,bicycle,186,6164,test,1,-1,25
11400,11400,bicycle,186,6165,train,1,-1,25
11401,11401,biology,190,6312,train,2762,2851,25
11402,11402,biology,190,65186,train,1,-1,25
11403,11403,biology,190,67410,train,1,-1,25
11404,11404,biology,190,6313,val,1,-1,25
11405,11405,biology,190,6314,train,1,-1,25
11406,11406,biology,190,6315,val,1,-1,25
11407,11407,biology,190,6316,train,1,-1,25
11408,11408,biology,190,6317,train,1,-1,25
11409,11409,biology,190,6318,test,1,-1,25
11410,11410,biology,190,6319,train,1,-1,25
11411,11411,boyfriend,226,7440,train,1,-1,25
11412,11412,boyfriend,226,7443,train,1,-1,25
11413,11413,boyfriend,226,70343,train,3383,3496,25
11414,11414,boyfriend,226,7441,val,1,-1,25
11415,11415,boyfriend,226,7444,train,1,-1,25
11416,11416,boyfriend,226,7445,val,1,-1,25
11417,11417,boyfriend,226,7446,train,1,-1,25
11418,11418,boyfriend,226,7447,train,1,-1,25
11419,11419,boyfriend,226,7450,test,1,-1,25
11420,11420,boyfriend,226,7451,train,1,-1,25
11421,11421,break,234,7608,train,4619,4651,25
11422,11422,break,234,70098,train,3836,3937,25
11423,11423,break,234,7639,train,1,-1,25
11424,11424,break,234,65252,val,1,-1,25
11425,11425,break,234,7632,train,1,-1,25
11426,11426,break,234,67440,val,1,-1,25
11427,11427,break,234,7642,train,1,-1,25
11428,11428,break,234,7634,train,1,-1,25
11429,11429,break,234,7635,test,1,-1,25
11430,11430,break,234,7637,train,1,-1,25
11431,11431,bridge,240,7747,train,4759,4805,25
11432,11432,bridge,240,65259,train,1,-1,25
11433,11433,bridge,240,7751,train,1,-1,25
11434,11434,bridge,240,67444,val,1,-1,25
11435,11435,bridge,240,7752,train,1,-1,25
11436,11436,bridge,240,7753,val,1,-1,25
11437,11437,bridge,240,7754,train,1,-1,25
11438,11438,bridge,240,7755,train,1,-1,25
11439,11439,bridge,240,7756,test,1,-1,25
11440,11440,bridge,240,7757,train,1,-1,25
11441,11441,brush,248,65264,train,1,-1,25
11442,11442,brush,248,8002,train,1,-1,25
11443,11443,brush,248,8005,train,1,-1,25
11444,11444,brush,248,8006,val,1,-1,25
11445,11445,brush,248,8007,train,1,-1,25
11446,11446,brush,248,65265,val,1,-1,25
11447,11447,brush,248,67447,train,1,-1,25
11448,11448,brush,248,8012,train,1,-1,25
11449,11449,brush,248,8000,test,1,-1,25
11450,11450,brush,248,8001,train,1,-1,25
11451,11451,building,252,65269,train,1,-1,25
11452,11452,building,252,70196,train,4583,4697,25
11453,11453,building,252,68590,train,1,54,25
11454,11454,building,252,8130,val,1,-1,25
11455,11455,building,252,67449,train,1,-1,25
11456,11456,building,252,8131,val,1,-1,25
11457,11457,building,252,8132,train,1,-1,25
11458,11458,building,252,8133,train,1,-1,25
11459,11459,building,252,8134,test,1,-1,25
11460,11460,building,252,8135,train,1,-1,25
11461,11461,busy,259,8410,train,5160,5212,25
11462,11462,busy,259,70105,train,5987,6098,25
11463,11463,busy,259,8418,train,1,-1,25
11464,11464,busy,259,8419,val,1,-1,25
11465,11465,busy,259,65277,train,1,-1,25
11466,11466,busy,259,8420,val,1,-1,25
11467,11467,busy,259,8411,train,1,-1,25
11468,11468,busy,259,8412,train,1,-1,25
11469,11469,busy,259,8415,test,1,-1,25
11470,11470,busy,259,8417,train,1,-1,25
11471,11471,camera,277,8782,train,426,462,25
11472,11472,camera,277,8790,train,1,-1,25
11473,11473,camera,277,8791,train,1,-1,25
11474,11474,camera,277,65292,val,1,-1,25
11475,11475,camera,277,67463,train,1,-1,25
11476,11476,camera,277,8783,val,1,-1,25
11477,11477,camera,277,8784,train,1,-1,25
11478,11478,camera,277,8785,train,1,-1,25
11479,11479,camera,277,8786,test,1,-1,25
11480,11480,camera,277,8789,train,1,-1,25
11481,11481,camp,278,8799,train,463,502,25
11482,11482,camp,278,68017,train,1,-1,25
11483,11483,camp,278,68884,train,1,68,25
11484,11484,camp,278,8817,val,1,-1,25
11485,11485,camp,278,8818,train,1,-1,25
11486,11486,camp,278,8819,val,1,-1,25
11487,11487,camp,278,8820,train,1,-1,25
11488,11488,camp,278,8821,train,1,-1,25
11489,11489,camp,278,8822,test,1,-1,25
11490,11490,camp,278,8823,train,1,-1,25
11491,11491,caption,289,65303,train,1,-1,25
11492,11492,caption,289,9095,train,1,-1,25
11493,11493,caption,289,9087,train,1,-1,25
11494,11494,caption,289,67471,val,1,-1,25
11495,11495,caption,289,9088,train,1,-1,25
11496,11496,caption,289,9089,val,1,-1,25
11497,11497,caption,289,9091,train,1,-1,25
11498,11498,caption,289,9092,train,1,-1,25
11499,11499,caption,289,9093,test,1,-1,25
11500,11500,caption,289,9094,train,1,-1,25
11501,11501,care,293,9197,train,1,-1,25
11502,11502,care,293,9199,train,1,-1,25
11503,11503,care,293,9200,train,1,-1,25
11504,11504,care,293,9202,val,1,-1,25
11505,11505,care,293,9209,train,1,-1,25
11506,11506,care,293,9210,val,1,-1,25
11507,11507,care,293,9211,train,1,-1,25
11508,11508,care,293,9212,train,1,-1,25
11509,11509,care,293,9214,test,1,-1,25
11510,11510,care,293,9198,train,1,-1,25
11511,11511,carry,298,9317,train,1135,1177,25
11512,11512,carry,298,69260,train,1,-1,25
11513,11513,carry,298,9327,train,1,-1,25
11514,11514,carry,298,9328,val,1,-1,25
11515,11515,carry,298,65309,train,1,-1,25
11516,11516,carry,298,9319,val,1,-1,25
11517,11517,carry,298,9320,train,1,-1,25
11518,11518,carry,298,9321,train,1,-1,25
11519,11519,carry,298,9322,test,1,-1,25
11520,11520,carry,298,9326,train,1,-1,25
11521,11521,celebrate,306,9632,train,1465,1524,25
11522,11522,celebrate,306,65321,train,1,-1,25
11523,11523,celebrate,306,9633,train,1,-1,25
11524,11524,celebrate,306,9634,val,1,-1,25
11525,11525,celebrate,306,9635,train,1,-1,25
11526,11526,celebrate,306,9636,val,1,-1,25
11527,11527,celebrate,306,9637,train,1,-1,25
11528,11528,celebrate,306,9638,train,1,-1,25
11529,11529,celebrate,306,9639,test,1,-1,25
11530,11530,celebrate,306,9640,train,1,-1,25
11531,11531,certificate,311,9805,train,1704,1756,25
11532,11532,certificate,311,65326,train,1,-1,25
11533,11533,certificate,311,67482,train,1,-1,25
11534,11534,certificate,311,9806,val,1,-1,25
11535,11535,certificate,311,9807,train,1,-1,25
11536,11536,certificate,311,9808,val,1,-1,25
11537,11537,certificate,311,9809,train,1,-1,25
11538,11538,certificate,311,9810,train,1,-1,25
11539,11539,certificate,311,9811,test,1,-1,25
11540,11540,certificate,311,9812,train,1,-1,25
11541,11541,chain,312,9834,train,1757,1829,25
11542,11542,chain,312,65327,train,1,-1,25
11543,11543,chain,312,9835,train,1,-1,25
11544,11544,chain,312,9836,val,1,-1,25
11545,11545,chain,312,9837,train,1,-1,25
11546,11546,chain,312,9838,val,1,-1,25
11547,11547,chain,312,9839,train,1,-1,25
11548,11548,chain,312,9840,train,1,-1,25
11549,11549,chain,312,9841,test,1,-1,25
11550,11550,chain,312,9842,train,1,-1,25
11551,11551,chance,316,9933,train,1976,2025,25
11552,11552,chance,316,9940,train,1,-1,25
11553,11553,chance,316,9941,train,1,-1,25
11554,11554,chance,316,65331,val,1,-1,25
11555,11555,chance,316,67484,train,1,-1,25
11556,11556,chance,316,9943,val,1,-1,25
11557,11557,chance,316,9934,train,1,-1,25
11558,11558,chance,316,9935,train,1,-1,25
11559,11559,chance,316,9936,test,1,-1,25
11560,11560,chance,316,9938,train,1,-1,25
11561,11561,character,319,10014,train,2123,2182,25
11562,11562,character,319,10021,train,1,-1,25
11563,11563,character,319,10022,train,1,-1,25
11564,11564,character,319,10023,val,1,-1,25
11565,11565,character,319,65334,train,1,-1,25
11566,11566,character,319,67488,val,1,-1,25
11567,11567,character,319,10015,train,1,-1,25
11568,11568,character,319,10016,train,1,-1,25
11569,11569,character,319,10017,test,1,-1,25
11570,11570,character,319,10019,train,1,-1,25
11571,11571,chase,320,10088,train,2183,2239,25
11572,11572,chase,320,65337,train,1,-1,25
11573,11573,chase,320,10089,train,1,-1,25
11574,11574,chase,320,10090,val,1,-1,25
11575,11575,chase,320,10091,train,1,-1,25
11576,11576,chase,320,10092,val,1,-1,25
11577,11577,chase,320,10093,train,1,-1,25
11578,11578,chase,320,10094,train,1,-1,25
11579,11579,chase,320,10095,test,1,-1,25
11580,11580,chase,320,10096,train,1,-1,25
11581,11581,classroom,349,11006,train,3592,3664,25
11582,11582,classroom,349,11007,train,1,-1,25
11583,11583,classroom,349,11008,train,1,-1,25
11584,11584,classroom,349,11009,val,1,-1,25
11585,11585,classroom,349,11010,train,1,-1,25
11586,11586,classroom,349,11011,val,1,-1,25
11587,11587,classroom,349,11012,train,1,-1,25
11588,11588,classroom,349,11013,train,1,-1,25
11589,11589,classroom,349,11014,test,1,-1,25
11590,11590,classroom,349,11015,train,1,-1,25
11591,11591,clear,351,11059,train,3708,3754,25
11592,11592,clear,351,11067,train,1,-1,25
11593,11593,clear,351,65366,train,1,-1,25
11594,11594,clear,351,67503,val,1,-1,25
11595,11595,clear,351,11061,train,1,-1,25
11596,11596,clear,351,11062,val,1,-1,25
11597,11597,clear,351,11063,train,1,-1,25
11598,11598,clear,351,11064,train,1,-1,25
11599,11599,clear,351,11065,test,1,-1,25
11600,11600,clear,351,11066,train,1,-1,25
11601,11601,climb,354,11142,train,3805,3874,25
11602,11602,climb,354,11148,train,1,-1,25
11603,11603,climb,354,11150,train,1,-1,25
11604,11604,climb,354,11151,val,1,-1,25
11605,11605,climb,354,11153,train,1,-1,25
11606,11606,climb,354,11155,val,1,-1,25
11607,11607,climb,354,11143,train,1,-1,25
11608,11608,climb,354,11144,train,1,-1,25
11609,11609,climb,354,11145,test,1,-1,25
11610,11610,climb,354,11146,train,1,-1,25
11611,11611,command,377,11936,train,4554,4610,25
11612,11612,command,377,11950,train,1,-1,25
11613,11613,command,377,11951,train,1,-1,25
11614,11614,command,377,11942,val,1,-1,25
11615,11615,command,377,11952,train,1,-1,25
11616,11616,command,377,11943,val,1,-1,25
11617,11617,command,377,11944,train,1,-1,25
11618,11618,command,377,11946,train,1,-1,25
11619,11619,command,377,11947,test,1,-1,25
11620,11620,command,377,11948,train,1,-1,25
11621,11621,community,383,12058,train,4778,4817,25
11622,11622,community,383,12069,train,1,-1,25
11623,11623,community,383,12060,train,1,-1,25
11624,11624,community,383,12062,val,1,-1,25
11625,11625,community,383,12063,train,1,-1,25
11626,11626,community,383,12064,val,1,-1,25
11627,11627,community,383,12065,train,1,-1,25
11628,11628,community,383,12066,train,1,-1,25
11629,11629,community,383,12067,test,1,-1,25
11630,11630,community,383,12068,train,1,-1,25
11631,11631,complain,388,12188,train,4988,5034,25
11632,11632,complain,388,12190,train,1,-1,25
11633,11633,complain,388,12191,train,1,-1,25
11634,11634,complain,388,12192,val,1,-1,25
11635,11635,complain,388,12193,train,1,-1,25
11636,11636,complain,388,12194,val,1,-1,25
11637,11637,complain,388,12195,train,1,-1,25
11638,11638,complain,388,12196,train,1,-1,25
11639,11639,complain,388,12197,test,1,-1,25
11640,11640,complain,388,12198,train,1,-1,25
11641,11641,compromise,391,12290,train,5082,5121,25
11642,11642,compromise,391,12299,train,1,-1,25
11643,11643,compromise,391,12300,train,1,-1,25
11644,11644,compromise,391,12291,val,1,-1,25
11645,11645,compromise,391,12292,train,1,-1,25
11646,11646,compromise,391,12293,val,1,-1,25
11647,11647,compromise,391,12294,train,1,-1,25
11648,11648,compromise,391,12295,train,1,-1,25
11649,11649,compromise,391,12296,test,1,-1,25
11650,11650,compromise,391,12297,train,1,-1,25
11651,11651,contribute,411,13015,train,5759,5818,25
11652,11652,contribute,411,13021,train,1,-1,25
11653,11653,contribute,411,13023,train,1,-1,25
11654,11654,contribute,411,13024,val,1,-1,25
11655,11655,contribute,411,13026,train,1,-1,25
11656,11656,contribute,411,13027,val,1,-1,25
11657,11657,contribute,411,13017,train,1,-1,25
11658,11658,contribute,411,13018,train,1,-1,25
11659,11659,contribute,411,13019,test,1,-1,25
11660,11660,contribute,411,13020,train,1,-1,25
11661,11661,cop,420,13244,train,1,-1,25
11662,11662,cop,420,13245,train,1,-1,25
11663,11663,cop,420,13246,train,1,-1,25
11664,11664,cop,420,13247,val,1,-1,25
11665,11665,cop,420,13248,train,1,-1,25
11666,11666,cop,420,13249,val,1,-1,25
11667,11667,cop,420,13250,train,1,-1,25
11668,11668,cop,420,13251,train,1,-1,25
11669,11669,cop,420,13252,test,1,-1,25
11670,11670,cop,420,13253,train,1,-1,25
11680,11680,couch,426,13455,train,6321,6373,25
11681,11681,couch,426,13456,train,1,-1,25
11682,11682,couch,426,13457,train,1,-1,25
11683,11683,couch,426,13458,val,1,-1,25
11684,11684,couch,426,13459,train,1,-1,25
11685,11685,couch,426,13460,val,1,-1,25
11686,11686,couch,426,13461,train,1,-1,25
11687,11687,couch,426,13462,train,1,-1,25
11688,11688,couch,426,13463,test,1,-1,25
11689,11689,couch,426,13464,train,1,-1,25
11690,11690,cracker,437,13743,train,6854,6890,25
11691,11691,cracker,437,67537,train,1,-1,25
11692,11692,cracker,437,13744,train,1,-1,25
11693,11693,cracker,437,13745,val,1,-1,25
11694,11694,cracker,437,13746,train,1,-1,25
11695,11695,cracker,437,13747,val,1,-1,25
11696,11696,cracker,437,13748,train,1,-1,25
11697,11697,cracker,437,13749,train,1,-1,25
11698,11698,cracker,437,13750,test,1,-1,25
11699,11699,cracker,437,13751,train,1,-1,25
11700,11700,curious,451,14311,train,7257,7289,25
11701,11701,curious,451,65429,train,1,-1,25
11702,11702,curious,451,14312,train,1,-1,25
11703,11703,curious,451,14313,val,1,-1,25
11704,11704,curious,451,14314,train,1,-1,25
11705,11705,curious,451,14315,val,1,-1,25
11706,11706,curious,451,14316,train,1,-1,25
11707,11707,curious,451,14317,train,1,-1,25
11708,11708,curious,451,14318,test,1,-1,25
11709,11709,curious,451,14319,train,1,-1,25
11710,11710,curriculum,452,14365,train,7290,7342,25
11711,11711,curriculum,452,65431,train,1,-1,25
11712,11712,curriculum,452,14366,train,1,-1,25
11713,11713,curriculum,452,14367,val,1,-1,25
11714,11714,curriculum,452,14368,train,1,-1,25
11715,11715,curriculum,452,14369,val,1,-1,25
11716,11716,curriculum,452,14370,train,1,-1,25
11717,11717,curriculum,452,14371,train,1,-1,25
11718,11718,curriculum,452,14372,test,1,-1,25
11719,11719,curriculum,452,14373,train,1,-1,25
11720,11720,dad,459,69289,train,1,-1,25
11721,11721,dad,459,14565,train,1,-1,25
11722,11722,dad,459,68204,train,1,46,25
11723,11723,dad,459,14566,val,1,-1,25
11724,11724,dad,459,14567,train,1,-1,25
11725,11725,dad,459,14568,val,1,-1,25
11726,11726,dad,459,14569,train,1,-1,25
11727,11727,dad,459,14570,train,1,-1,25
11728,11728,dad,459,14571,test,1,-1,25
11729,11729,dad,459,14572,train,1,-1,25
11730,11730,deny,493,15546,train,1398,1457,25
11731,11731,deny,493,15554,train,1,-1,25
11732,11732,deny,493,15555,train,1,-1,25
11733,11733,deny,493,65461,val,1,-1,25
11734,11734,deny,493,67562,train,1,-1,25
11735,11735,deny,493,15547,val,1,-1,25
11736,11736,deny,493,15548,train,1,-1,25
11737,11737,deny,493,15549,train,1,-1,25
11738,11738,deny,493,15550,test,1,-1,25
11739,11739,deny,493,15551,train,1,-1,25
11740,11740,describe,500,15705,train,1772,1834,25
11741,11741,describe,500,69294,train,1,-1,25
11742,11742,describe,500,15706,train,1,-1,25
11743,11743,describe,500,15707,val,1,-1,25
11744,11744,describe,500,15708,train,1,-1,25
11745,11745,describe,500,15709,val,1,-1,25
11746,11746,describe,500,15710,train,1,-1,25
11747,11747,describe,500,15711,train,1,-1,25
11748,11748,describe,500,15712,test,1,-1,25
11749,11749,describe,500,15713,train,1,-1,25
11750,11750,diaper,513,16076,train,2353,2402,25
11751,11751,diaper,513,65477,train,1,-1,25
11752,11752,diaper,513,16081,train,1,-1,25
11753,11753,diaper,513,67568,val,1,-1,25
11754,11754,diaper,513,16082,train,1,-1,25
11755,11755,diaper,513,16083,val,1,-1,25
11756,11756,diaper,513,16084,train,1,-1,25
11757,11757,diaper,513,16085,train,1,-1,25
11758,11758,diaper,513,16086,test,1,-1,25
11759,11759,diaper,513,16087,train,1,-1,25
11769,11769,disagree,529,16427,train,3163,3215,25
11770,11770,disagree,529,70118,train,3733,3851,25
11771,11771,disagree,529,16428,train,1,-1,25
11772,11772,disagree,529,16429,val,1,-1,25
11773,11773,disagree,529,16430,train,1,-1,25
11774,11774,disagree,529,16431,val,1,-1,25
11775,11775,disagree,529,16432,train,1,-1,25
11776,11776,disagree,529,16434,train,1,-1,25
11777,11777,disagree,529,16435,test,1,-1,25
11778,11778,disagree,529,16436,train,1,-1,25
11779,11779,dissolve,539,16803,train,3476,3532,25
11780,11780,dissolve,539,65494,train,1,-1,25
11781,11781,dissolve,539,16804,train,1,-1,25
11782,11782,dissolve,539,16805,val,1,-1,25
11783,11783,dissolve,539,16806,train,1,-1,25
11784,11784,dissolve,539,16807,val,1,-1,25
11785,11785,dissolve,539,16808,train,1,-1,25
11786,11786,dissolve,539,16809,train,1,-1,25
11787,11787,dissolve,539,16810,test,1,-1,25
11788,11788,dissolve,539,16811,train,1,-1,25
11789,11789,divide,542,16922,train,3590,3622,25
11790,11790,divide,542,16934,train,1,-1,25
11791,11791,divide,542,65499,train,1,-1,25
11792,11792,divide,542,16925,val,1,-1,25
11793,11793,divide,542,16935,train,1,-1,25
11794,11794,divide,542,16936,val,1,-1,25
11795,11795,divide,542,16926,train,1,-1,25
11796,11796,divide,542,16927,train,1,-1,25
11797,11797,divide,542,16928,test,1,-1,25
11798,11798,divide,542,16930,train,1,-1,25
11799,11799,dolphin,551,17159,train,1,-1,25
11800,11800,dolphin,551,17160,train,1,-1,25
11801,11801,dolphin,551,17161,train,1,-1,25
11802,11802,dolphin,551,17163,val,1,-1,25
11803,11803,dolphin,551,67581,train,1,-1,25
11804,11804,dolphin,551,17164,val,1,-1,25
11805,11805,dolphin,551,17165,train,1,-1,25
11806,11806,dolphin,551,17166,train,1,-1,25
11807,11807,dolphin,551,17157,test,1,-1,25
11808,11808,dolphin,551,17158,train,1,-1,25
11809,11809,double,557,17374,train,4250,4302,25
11810,11810,double,557,65523,train,1,-1,25
11811,11811,double,557,17377,train,1,-1,25
11812,11812,double,557,17378,val,1,-1,25
11813,11813,double,557,17379,train,1,-1,25
11814,11814,double,557,17380,val,1,-1,25
11815,11815,double,557,17381,train,1,-1,25
11816,11816,double,557,17382,train,1,-1,25
11817,11817,double,557,17383,test,1,-1,25
11818,11818,double,557,17384,train,1,-1,25
11819,11819,doubt,558,17388,train,4303,4345,25
11820,11820,doubt,558,17399,train,1,-1,25
11821,11821,doubt,558,65524,train,1,-1,25
11822,11822,doubt,558,17390,val,1,-1,25
11823,11823,doubt,558,67586,train,1,-1,25
11824,11824,doubt,558,17400,val,1,-1,25
11825,11825,doubt,558,17391,train,1,-1,25
